conceptid,Value,Valuetype,Provider
SURVEY_BY_1,11,sortorder,Polaris
SAMPLE_BY_2,12,sortorder,Polaris
SAMPLE_BY_3,13,sortorder,Polaris
SAMPLE_BY_4,14,sortorder,Polaris
SAMPLE_BY_5,15,sortorder,Polaris
SAMPLE_BY_6,16,sortorder,Polaris
SAMPLE_BY_7,17,sortorder,Polaris
SAMPLE_BY_8,18,sortorder,Polaris
SAMPLE_BY_9,19,sortorder,Polaris
