conceptid,Value,Valuetype,Provider
HEAVY_EQ_FEASIBILITY_TYPE_1,1,sortorder,Polaris
HEAVY_EQ_FEASIBILITY_TYPE_2,2,sortorder,Polaris
HEAVY_EQ_FEASIBILITY_TYPE_3,3,sortorder,Polaris
HEAVY_EQ_FEASIBILITY_TYPE_4,4,sortorder,Polaris
