conceptid,Value,Valuetype,Provider
OPERATIONAL_ISSUES_1,1,sortorder,Polaris
OPERATIONAL_ISSUES_2,2,sortorder,Polaris
OPERATIONAL_ISSUES_3,3,sortorder,Polaris
OPERATIONAL_ISSUES_4,4,sortorder,Polaris
OPERATIONAL_ISSUES_5,5,sortorder,Polaris
OPERATIONAL_ISSUES_6,6,sortorder,Polaris
