conceptid,Value,Valuetype,Provider
SEGMENT_PROTECTION_OBJECTIVES_1,1,sortorder,Polaris
SEGMENT_PROTECTION_OBJECTIVES_2,2,sortorder,Polaris
SEGMENT_PROTECTION_OBJECTIVES_3,3,sortorder,Polaris
SEGMENT_PROTECTION_OBJECTIVES_4,4,sortorder,Polaris
SEGMENT_PROTECTION_OBJECTIVES_5,5,sortorder,Polaris
SEGMENT_PROTECTION_OBJECTIVES_6,6,sortorder,Polaris
