conceptid,Value,Valuetype,Provider
PIT_CHARACTER_1,11,sortorder,Polaris
PIT_CHARACTER_2,12,sortorder,Polaris
PIT_CHARACTER_3,13,sortorder,Polaris
PIT_CHARACTER_4,14,sortorder,Polaris
PIT_CHARACTER_5,15,sortorder,Polaris
PIT_CHARACTER_6,16,sortorder,Polaris
PIT_CHARACTER_7,17,sortorder,Polaris
