conceptid,Value,Valuetype,Provider
ESTIMATED_WATER_DEPTH_1,1,sortorder,Polaris
ESTIMATED_WATER_DEPTH_2,2,sortorder,Polaris
ESTIMATED_WATER_DEPTH_3,3,sortorder,Polaris
ESTIMATED_WATER_DEPTH_4,4,sortorder,Polaris
ESTIMATED_WATER_DEPTH_5,5,sortorder,Polaris
