conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
MEDIA_TAGS_1,Shoreline,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_2,Pit,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_3,Access,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_4,Backshore,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_5,Manual Treatment,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_6,Mechanical Treatment,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_7,Wildlife,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
MEDIA_TAGS_8,Oiling,,MEDIA_TAGS_AUTHORITY_DOCUMENT.E32.csv,Index,FGI
