conceptid,Value,Valuetype,Provider
NEARSHORE_ICE_CONCENTRATION_1,1,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_2,2,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_3,3,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_4,4,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_5,5,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_6,6,sortorder,Polaris
NEARSHORE_ICE_CONCENTRATION_7,7,sortorder,Polaris
