conceptid,Value,Valuetype,Provider
SEASON_1,1,sortorder,Polaris
SEASON_2,2,sortorder,Polaris
SEASON_3,3,sortorder,Polaris
SEASON_4,4,sortorder,Polaris
SEASON_5,5,sortorder,Polaris
SEASON_6,6,sortorder,Polaris
SEASON_7,7,sortorder,Polaris
SEASON_8,8,sortorder,Polaris
SEASON_9,9,sortorder,Polaris
SEASON_10,10,sortorder,Polaris
SEASON_11,11,sortorder,Polaris
SEASON_12,12,sortorder,Polaris
