conceptid,Value,Valuetype,Provider
FETCH_DISTANCE_1,1,sortorder,Polaris
FETCH_DISTANCE_2,2,sortorder,Polaris
FETCH_DISTANCE_3,3,sortorder,Polaris
FETCH_DISTANCE_4,4,sortorder,Polaris
