conceptid,Value,Valuetype,Provider
WEATHER_TYPE_1,11,sortorder,Polaris
WEATHER_TYPE_2,12,sortorder,Polaris
WEATHER_TYPE_3,13,sortorder,Polaris
WEATHER_TYPE_4,14,sortorder,Polaris
WEATHER_TYPE_5,15,sortorder,Polaris
WEATHER_TYPE_6,16,sortorder,Polaris
WEATHER_TYPE_7,17,sortorder,Polaris
