conceptid,Value,Valuetype,Provider
ECOLOGICAL_CONCERNS_1,1,sortorder,Polaris
ECOLOGICAL_CONCERNS_2,2,sortorder,Polaris
ECOLOGICAL_CONCERNS_3,3,sortorder,Polaris
ECOLOGICAL_CONCERNS_4,4,sortorder,Polaris
ECOLOGICAL_CONCERNS_5,5,sortorder,Polaris
ECOLOGICAL_CONCERNS_6,6,sortorder,Polaris
ECOLOGICAL_CONCERNS_7,7,sortorder,Polaris
ECOLOGICAL_CONCERNS_8,8,sortorder,Polaris
