conceptid,Value,Valuetype,Provider
ROLE_1,11,sortorder,Polaris
ROLE_2,12,sortorder,Polaris
ROLE_3,13,sortorder,Polaris
ROLE_4,14,sortorder,Polaris
ROLE_5,15,sortorder,Polaris
ROLE_6,16,sortorder,Polaris
ROLE_7,17,sortorder,Polaris
ROLE_8,18,sortorder,Polaris
ROLE_9,19,sortorder,Polaris
ROLE_10,20,sortorder,Polaris
ROLE_11,21,sortorder,Polaris
ROLE_12,22,sortorder,Polaris
ROLE_13,23,sortorder,Polaris
ROLE_14,24,sortorder,Polaris
ROLE_15,25,sortorder,Polaris
