conceptid,Value,Valuetype,Provider
NEARSHORE_ICE_AGE_AND_THICKNESS_1,1,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_2,2,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_3,3,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_4,4,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_5,5,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_6,6,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_7,7,sortorder,Polaris
NEARSHORE_ICE_AGE_AND_THICKNESS_8,8,sortorder,Polaris
