conceptid,Value,Valuetype,Provider
SEGMENT_PROTECTION_STRATEGIES_1,1,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_2,2,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_3,3,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_4,4,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_5,5,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_6,6,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_7,7,sortorder,Polaris
SEGMENT_PROTECTION_STRATEGIES_8,8,sortorder,Polaris
