conceptid,Value,Valuetype,Provider
THICKNESS_1,11,sortorder,Polaris
THICKNESS_2,12,sortorder,Polaris
THICKNESS_3,13,sortorder,Polaris
THICKNESS_4,14,sortorder,Polaris
THICKNESS_5,15,sortorder,Polaris
