conceptid,Value,Valuetype,Provider
OILED_PLANT_PARTS_1,1,sortorder,Polaris
OILED_PLANT_PARTS_2,2,sortorder,Polaris
OILED_PLANT_PARTS_3,3,sortorder,Polaris
OILED_PLANT_PARTS_4,4,sortorder,Polaris
OILED_PLANT_PARTS_5,5,sortorder,Polaris
