conceptid,Value,Valuetype,Provider
ROAD_ACCESS_TYPE_1,1,sortorder,Polaris
ROAD_ACCESS_TYPE_2,2,sortorder,Polaris
ROAD_ACCESS_TYPE_4,3,sortorder,Polaris
ROAD_ACCESS_TYPE_5,4,sortorder,Polaris
ROAD_ACCESS_TYPE_6,5,sortorder,Polaris
ROAD_ACCESS_TYPE_7,6,sortorder,Polaris
ROAD_ACCESS_TYPE_8,7,sortorder,Polaris
ROAD_ACCESS_TYPE_9,8,sortorder,Polaris
