conceptid,Value,Valuetype,Provider
SHORELINE_TREATMENT_STRATEGIES_1,1,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_2,2,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_3,3,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_4,4,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_5,5,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_6,6,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_7,7,sortorder,Polaris
SHORELINE_TREATMENT_STRATEGIES_8,8,sortorder,Polaris
