conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
170a5d7d-d783-49e9-8ee6-32a5215ab685,YES,Primary,SURVEYED_AREAS_NOO_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
8c056bfc-62d7-4e8a-a8a0-0951a38c546a,NO,Primary,SURVEYED_AREAS_NOO_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
