conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
b8fc52b9-a64e-4018-943d-3e2ffb2f497b,0%,0%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
600e0ae1-71ea-4773-90fa-8be729068b63,Open (<1/10),< 10%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
73f235e3-71fa-436f-a418-7745e7c2837d,Very open drift (1/10-3/10),10-30%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
04f87cfa-d9a6-40a0-b5d9-189da506b5fb,Open drift (4/10-6/10),40-60%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
e94b221f-1d4f-4036-aac7-7618f8061651,Close pack (7/10-8/10),70-80%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
ef064c00-0f29-412a-aba0-d8767e82ce3c,Very close pack (9/10),90%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
8dfd7ce5-e065-488f-b084-85509499936e,Compact ice (10/10),100%,NEARSHORE_ICE_CONCENTRATION_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
