conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
b76083bb-42a1-437a-95d2-1ebfd182eb37,None,0 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
60ab4032-b2b2-4a8b-aedb-49fd0595752f,Pancake (0.3-3),0.3 - 3 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
89b45786-5624-4322-b425-33f913058667,Brash (<2),< 2 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
b47101f4-7fbc-4d1f-9bd5-67fcc3e8c359,Ice cakes (<20),< 20 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
33aea03f-c9c9-4f20-8237-89f71b00afb8,Small floes (20-100),20 -100 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
822c0e4c-6cbd-466d-85fa-aa345f5f42ca,Medium floes (100-500),100- 500 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
e08a245f-0747-43cf-97ca-a3b97cc7e11d,Big floe (500-2000),500 - 2000 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
bcff1c27-0096-4659-ab6b-e4e09dc53377,Vast-giant floe (>2000),> 2000 m,NEARSHORE_ICE_FORM_AUTHORITY_DOCUMENT.E32.csv,Index,Polaris
